0.1	0.1	0.1	11.600066138302747
0.1	0.1	0.2	8.679908213871656
0.1	0.1	0.3	7.152526712443949
0.1	0.1	0.4	6.094805462946738
0.1	0.1	0.5	5.2474931953440525
0.1	0.1	0.6	4.491962801997423
0.1	0.1	0.7	3.7393985275676753
0.1	0.2	0.1	12.085912271681332
0.1	0.2	0.2	8.85793526242217
0.1	0.2	0.3	7.255402674933526
0.1	0.2	0.4	6.167843322853593
0.1	0.2	0.5	5.307107940259484
0.1	0.2	0.6	4.546936121250147
0.1	0.2	0.7	3.7983282928594972
0.1	0.3	0.1	12.701990420032283
0.1	0.3	0.2	9.058736044265633
0.1	0.3	0.3	7.367779218911422
0.1	0.3	0.4	6.246442864487941
0.1	0.3	0.5	5.370533893582784
0.1	0.3	0.6	4.60478154994039
0.1	0.3	0.7	3.859206830837896
0.1	0.4	0.1	13.14753960589757
0.1	0.4	0.2	9.287582130896757
0.1	0.4	0.3	7.49123536693941
0.1	0.4	0.4	6.331454325083628
0.1	0.4	0.5	5.438508040768823
0.1	0.4	0.6	4.666175723364588
0.1	0.4	0.7	3.922681194269746
0.1	0.5	0.1	3.975483119122904
0.1	0.5	0.2	9.551687159935998
0.1	0.5	0.3	7.627696951294351
0.1	0.5	0.4	6.423905888863731
0.1	0.5	0.5	5.5117249589961705
0.1	0.5	0.6	4.731669075615287
0.1	0.5	0.7	3.9894563942652623
0.1	0.6	0.1	3.631731167789167
0.1	0.6	0.2	9.861093744728274
0.1	0.6	0.3	7.779501971272787
0.1	0.6	0.4	6.525064224872852
0.1	0.6	0.5	5.591093841874811
0.1	0.6	0.6	4.802052488417528
0.1	0.6	0.7	4.060239533564204
0.1	0.7	0.1	3.375818745271424
0.1	0.7	0.2	10.230887337723603
0.1	0.7	0.3	7.949692150059871
0.1	0.7	0.4	6.636350479419529
0.1	0.7	0.5	5.677699889106153
0.1	0.7	0.6	4.878284608170292
0.1	0.7	0.7	4.135914463934358
0.2	0.1	0.1	11.015618693533773
0.2	0.1	0.2	8.07695640321269
0.2	0.1	0.3	6.5104888295450145
0.2	0.1	0.4	5.396119048919925
0.2	0.1	0.5	4.46689661937856
0.2	0.1	0.6	3.5677316270339676
0.2	0.1	0.7	2.278505005882113
0.2	0.2	0.1	11.801147607105477
0.2	0.2	0.2	8.339228901166994
0.2	0.2	0.3	6.659200637106607
0.2	0.2	0.4	5.501910895070664
0.2	0.2	0.5	4.556142215148808
0.2	0.2	0.6	3.6602641588363167
0.2	0.2	0.7	2.5111984736410164
0.2	0.3	0.1	13.026143804762578
0.2	0.3	0.2	8.65188211817199
0.2	0.3	0.3	6.825708371018897
0.2	0.3	0.4	5.61672022957992
0.2	0.3	0.5	4.650677858424281
0.2	0.3	0.6	3.7550041844795907
0.2	0.3	0.7	2.6838183774196995
0.2	0.4	0.1	3.6610612808527514
0.2	0.4	0.2	9.03449357323408
0.2	0.4	0.3	7.01409887836466
0.2	0.4	0.4	5.742214524468192
0.2	0.4	0.5	4.7514800286426295
0.2	0.4	0.6	3.8528854501012173
0.2	0.4	0.7	2.834206630689409
0.2	0.5	0.1	3.2239587058529775
0.2	0.5	0.2	9.520138321474898
0.2	0.5	0.3	7.22984711772173
0.2	0.5	0.4	5.8804864939512855
0.2	0.5	0.5	4.859723472808403
0.2	0.5	0.6	3.9549844228096247
0.2	0.5	0.7	2.9738068096183032
0.2	0.6	0.1	2.9160185553071827
0.2	0.6	0.2	10.170763263920241
0.2	0.6	0.3	7.4805336736722206
0.2	0.6	0.4	6.034137132884719
0.2	0.6	0.5	4.976948433589588
0.2	0.6	0.6	4.062479081671603
0.2	0.6	0.7	3.1086890881963427
0.2	0.7	0.1	1.8755864512045402e-9
0.2	0.7	0.2	11.123651846613072
0.2	0.7	0.3	7.7771510253946365
0.2	0.7	0.4	6.206477414981288
0.2	0.7	0.5	5.104965873895667
0.2	0.7	0.6	4.1768115826064856
0.2	0.7	0.7	3.24263734057
0.3	0.1	0.1	10.700128861668762
0.3	0.1	0.2	7.693037274964106
0.3	0.1	0.3	6.077503655154195
0.3	0.1	0.4	4.902647885242149
0.3	0.1	0.5	3.877756942369016
0.3	0.1	0.6	2.7123751861733814
0.3	0.1	0.7	-2.361733497236519e-9
0.3	0.2	0.1	11.954767828657314
0.3	0.2	0.2	8.056898254143382
